author,comment,published_at
gryn1s,lmao at sponsor ad employing every single of the tricks mentioned,2022-10-21T09:25:00Z
JOE FPOC,These guys and the people who pay for their crappy corses always fascinates me. Much like the televangelists. I always thought it makes no sense if you have a this super awesome secret way to make money why on earth are you telling everyone else,2022-10-20T05:45:36Z
Star Of Wisdom,What do I need to do sim sooo confused,2022-10-18T16:24:10Z
Ann Croxford,The competition is on and every trader wants to be the best and successful but the truth is not everyone can be successful in trading. But I stand to say Crypto-currency and Stock,2022-10-18T07:44:17Z
Bee Brian,"The ironic thing about these James Jani videos is that whenever I watch them, I get bombarded with get-rich-quick schemes in the advertisement breaks of his videos. Fucking annoying as shit.",2022-10-15T22:31:20Z
Xaba,I like that you call us your friends not fans❤❤😭been on your channel for about a week. I. Blown away by the variety of topics....my first video  one was the the prosperity gospel or tele evangelists.  Keep up the good work. You're a finder and seeker of truth. God bless,2022-10-15T17:29:17Z
TrailerOrama,ty will reach out -trailerOrama,2022-10-14T17:12:06Z
razabadass,:),2022-10-14T16:45:24Z
Farhan Abdulhamid,Wow wow good brother TNX,2022-10-13T16:59:03Z
Lady Majica,"I am confused because I have used some of the courses (mainly the free ones) but I was never told that I would get rich quick and it helped me massively to grow my businesses and personal relationships etc. Also I don't get how recruiting is bad either, doesn't McDonald's recruit, doesn't currys recruit, don't job centers recruit, doesn't the nhs recruit, doesn't the local shop recruit, don't schools recruit? The list goes on right? Does that make those businesses as bad? I don't have any employees at the moment but would love an helping hand to be able to help more people (which I actually do funded by money that our business makes, I give free learning resources to young children) and share a bit of the load so that things are less full on and stressful, I have had temps before but I always make sure I pay them way above the average and I am sure the majority that work in a normal just as an employee would say that they deserve a raise etc but they don't get a raise so this video seems to suggest that most, if not all businesses are terrible and nobody should work or sell anything because it is all a scam? Surely their must be some truthful and genuine businesses out there? Or is our whole life just a massive ponsie scheme?",2022-10-13T09:41:10Z
Shahadan Yusuf,we need James Jani to come back - YouTube needs his content,2022-10-12T02:57:35Z
freedom the life ,Talk about binary trading i loosed 20k dollor,2022-10-11T11:02:04Z
jasonpgallery,The irony is the ads running on this are get money quick gurus. 😂,2022-10-07T19:54:17Z
Bhupen Bhagabati,Hey,2022-10-06T15:34:47Z
From The Stretford End,"If they tried to sell a course that promises to be difficult, takes long and hard work and you might become fairly rich but no guarantee, who would sign up? 
Unfortunately everyone wants instant gratification and not put the real work in, so the fake gurus sell products accordingly.",2022-10-06T15:31:38Z
Christopher Sakwa,the ad I got when I clicked this video was about getting rich quickly!,2022-10-06T14:55:46Z
Lalo Contreras,Great job thank you for your channel,2022-10-05T18:16:19Z
Evangelisca-Deborah Ibego,Thank you God bless you,2022-10-04T19:54:01Z
Miracle Mastery,20 years from 20 years Im trapped in this,2022-10-02T13:29:03Z
Jesse Dardengo,It’s fitting that I had to skip a Grant Cardone ad to get to this video 😂,2022-10-01T22:35:06Z
Tahira Batool,just saw lie topez ad in the beginning of this video,2022-10-01T07:58:58Z
Gumbo,Got an ad for a pyramid scheme get rich quick guru on this very video lmao,2022-09-30T22:22:15Z
Elizabeth Ella,"Sometimes I really wondered how people make this huge profits investing on the stock market online, I agreed with you investing and earning is a legitimate way to gain financial freedom, but how is it done?",2022-09-30T22:06:01Z
Rock Brown,It is interesting that I had 3 get rich quickly ads while watching this video...,2022-09-30T20:16:42Z
suffy DUBS,😆😆😆i wanaa expose my country gurus but i dont have know how they do so am watching our video and now i can find patterns so now am gonna copy your points and gonna fuck trhem all,2022-09-28T22:13:22Z
Vk49,Damn I'm 14 and I was just gonna fall for this tysm! For this video,2022-09-28T17:17:29Z
Hablemos de Futbol,Great video! Thank you,2022-09-26T02:23:37Z
Blu Rabbit,"Watching Mike winnet Contrprenuer Bingo, there is a set system for this kind of snake oil it is hilarious",2022-09-23T18:45:54Z
Lucie Graham-Cumming,"Please tell me you are going to make more videos! Your storytelling is so compelling, and your content is fascinating!",2022-09-23T16:31:27Z
Instagamrr - It's all Pun and Games!,"There’ve been over 6000 comments before this one and I statistically doubt I am the first person to say this, yet I must say it again - this was an absolutely brilliant presentation of how anyone can fall down this rabbit hole. I have too. Thank you, so much, truly and deeply for your analysis of this",2022-09-20T03:46:42Z
Hrithik 25,The most funny part is that the gurus are showing ads even on this videos to promote their mlm 😂🤣🤣,2022-09-18T10:44:09Z
OVRBoosted,"You hit it on the head. A good rule I always try to follow is nothing comes east in life. The quote “if it’s to good to be true, then it’s probably not true” was quoted for a reason. No one what’s to be embarrassed or admit they have been a victim of these schemes. However I bet almost every single person has fallen into something at some point in their lifetime.",2022-09-18T00:12:32Z
Brad,I love the fact that evry ad i’ve encountered whilst watching this video was a “get rich quick scheme.” In a way they’re paying you to expose them.,2022-09-14T12:31:06Z
David Campanella,The best infomercial I ever watched was The 1992 Ross Perot Presidential Pitch…he was the only guy that told the truth about everything,2022-09-13T19:53:00Z
David Campanella,It’s scary when your friends and family  fall into this some of them will not want to know you anymore when you don’t want to buy into it.,2022-09-13T19:50:00Z
Paul Vos,"While opening the video, youtube decided to throw in a ‘getting rich quick’ commercial 😂",2022-09-13T19:20:32Z
Az,Amazing channel. You are doing a very good job mate👍,2022-09-13T08:59:59Z
Jay Silva,"The thing is almost everyone is chasing the dream while majority are in debt. When they go on for 30 mins about the dream of making money without explaining how to do it right, it's a ruse.",2022-09-13T01:13:16Z
humps4coin,Impressive guy. Is he British? Can't quite place him.,2022-09-12T13:28:07Z
Wood Skill pk,Great job,2022-09-12T10:26:58Z
RuralMoney,"I enjoy these videos. However, they target the same schemes in Google ads that he's discussing. Therefore, I don't watch those types of ads.",2022-09-10T18:39:34Z
Edi Michael Channel,Ur right!🇨🇦🇨🇦🇨🇦,2022-09-08T04:16:39Z
Angelos Liotscos,What this means is a million dollars in your bank account by tomorrow morning.,2022-09-06T23:26:23Z
bob joe,lol your making a video about getting rich quick scams while at the same time trying to make money from this video and the advertisers that paid you for recommending their vpn blocker... Mcafee is 10 times better .,2022-09-06T22:48:43Z
MOHAMMAD Madina,"hello brother, may i know how many days you spent to do edit,color correction, text, bgm etc,to this video",2022-09-06T10:12:51Z
Al Sadek,.....Gary...cock..ring? ...what?!?!?,2022-09-04T23:44:14Z
Ja6x Bash,"Am from Africa. this is what i summarize for this video. 
In our continent, ancestors survived on hunting and farming...later white man work started to spread... centuries later, people began to survive on people. -work for me, i will pay you this - in this pyramid, many lost faith because of unfairness structures thus the trigger of such videos. 
james jani in summary says- open up a YouTube channel-.  well this is not a message. hear me out.

the world is is rapidly becoming ours for the take. you could literally become anything you want. Old days are now the new settings. just like our ancestors, we now have hunt for our selves... and the best hunter kills the biggest beast.

this episode thumbnail is: there is no guide to richness.
just like in hunting, you can't be sure of what to come.
master your skills for the best. 
🇺🇬🇺🇬🇺🇬🇺🇬🇺🇬",2022-09-03T23:19:01Z
Tip Of The Iceberg,Dude the amount of hypocrisy spweing from this prices videos,2022-09-02T02:00:39Z
Rochelle Keels,RED FLAGS,2022-08-30T22:17:49Z
Rochelle Keels,JIM JONES,2022-08-30T22:15:46Z
Rochelle Keels,"YOU GOT OUT, THANK GOD❤️❤️",2022-08-30T22:14:52Z
Rochelle Keels,THE SAME O SYSTEM 🤣🤣🤣🤣,2022-08-30T22:07:21Z
Rochelle Keels,SNAKE OIL 🤣😂😂😂😂😂,2022-08-30T22:03:30Z
Rochelle Keels,SAD,2022-08-30T22:02:38Z
AhtishaM,"I was 20 when I dreamt about doing something exceptional with my life and one of classfellow brought me into one of those ponzi scheme. I was naive and that's what they were targeting, they will brainwash you into thinking that they are only one who knows right and everyone else would be just jealous of you. But I think everything happens for a reason, we all are doomed to make mistake, fell for a trap but we can help save teenagers and people in early twenties to avoid these scams.",2022-08-30T18:58:29Z
